Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
Call_3945,Agent_4,2023-02-20 11:37:03,23:35,Sales Inquiry,Y,Yes,80,0:04:44,4.085893379438426
Call_3946,Agent_3,2023-02-23 16:21:01,16:42,Technical Support,Y,Yes,98,0:01:04,4.660555281619584
Call_3947,Agent_2,2023-11-27 08:18:55,1:30,General Inquiry,Y,No,66,0:05:23,4.418061743642998
Call_3948,Agent_3,2023-01-12 00:05:23,17:39,General Inquiry,N,Yes,95,0:04:35,3.7327022529592724
Call_3949,Agent_5,2023-02-28 22:16:11,21:35,Sales Inquiry,N,Yes,109,0:09:11,1.2093314292026514
Call_3950,Agent_2,2023-12-02 08:07:31,13:12,Technical Support,Y,No,33,0:06:33,4.13139447194663
Call_3951,Agent_5,2023-07-15 09:13:55,14:49,Billing,Y,No,23,0:03:53,4.382043243362242
Call_3952,Agent_5,2023-03-01 02:48:27,21:39,Sales Inquiry,Y,Yes,32,0:04:22,4.196328583087817
Call_3953,Agent_1,2023-04-03 03:26:00,7:52,Sales Inquiry,Y,Yes,117,0:07:17,3.0339161412321043
Call_3954,Agent_1,2023-01-09 11:54:38,14:34,General Inquiry,N,No,44,0:01:48,1.9316073545979267
Call_3955,Agent_3,2023-04-29 03:34:52,6:03,Technical Support,N,No,58,0:03:00,4.381319902754907
Call_3956,Agent_3,2023-07-18 11:00:26,8:45,Sales Inquiry,N,No,31,0:02:16,3.908651238960554
Call_3957,Agent_4,2023-03-01 18:58:41,2:06,Feedback,N,Yes,63,0:06:22,4.923044697555406
Call_3958,Agent_5,2023-12-19 23:37:03,6:19,Billing,Y,Yes,88,0:01:02,1.6227703910237317
Call_3959,Agent_2,2023-07-20 11:23:35,21:12,Technical Support,Y,Yes,65,0:03:39,1.9026583322082202
Call_3960,Agent_3,2023-06-08 14:14:00,11:23,Feedback,Y,No,8,0:01:53,1.8471925995260108
Call_3961,Agent_5,2023-09-17 14:58:22,3:13,Feedback,Y,Yes,40,0:07:23,4.170159070485347
Call_3962,Agent_4,2023-12-06 14:17:39,4:29,Feedback,N,Yes,37,0:09:52,1.7476291858004727
Call_3963,Agent_3,2023-04-12 23:01:23,7:44,Technical Support,N,Yes,55,0:01:24,1.2666393192932244
Call_3964,Agent_4,2023-01-15 19:45:59,6:16,Sales Inquiry,N,Yes,120,0:06:30,4.9942432263425145
Call_3965,Agent_2,2023-02-27 04:38:43,3:52,Sales Inquiry,Y,No,40,0:02:41,1.0992688457805966
Call_3966,Agent_1,2023-06-11 20:58:23,10:06,General Inquiry,N,No,100,0:03:23,4.340976240635463
Call_3967,Agent_4,2023-08-31 02:28:08,17:52,Sales Inquiry,Y,Yes,117,0:07:59,2.461467366202611
Call_3968,Agent_2,2023-11-29 02:49:15,10:09,General Inquiry,Y,Yes,57,0:05:45,4.3664618390312615
Call_3969,Agent_3,2023-12-02 08:36:33,15:33,General Inquiry,Y,Yes,67,0:05:16,3.21848196484458
Call_3970,Agent_2,2023-11-21 08:54:19,19:35,Sales Inquiry,Y,Yes,16,0:07:43,4.606524917945441
Call_3971,Agent_3,2023-07-28 20:25:55,14:39,Billing,N,No,111,0:01:04,4.704771945658507
Call_3972,Agent_2,2023-07-12 16:04:55,3:45,Technical Support,N,No,62,0:09:39,1.036392725123104
Call_3973,Agent_1,2023-06-30 20:49:02,3:09,Sales Inquiry,Y,Yes,44,0:06:50,1.301648703971153
Call_3974,Agent_4,2023-02-04 06:21:25,12:05,Technical Support,N,No,115,0:01:17,2.001434918283422
Call_3975,Agent_1,2023-06-14 04:58:48,9:00,General Inquiry,N,No,72,0:03:27,3.6772616654540067
Call_3976,Agent_2,2023-09-30 16:22:42,20:31,Feedback,N,Yes,55,0:04:07,4.553088786046024
Call_3977,Agent_1,2023-02-27 03:27:09,1:26,Feedback,Y,No,70,0:07:05,2.839767805175851
Call_3978,Agent_5,2023-05-16 10:49:54,6:09,Billing,N,No,16,0:09:14,3.4278924650970617
Call_3979,Agent_5,2023-09-21 23:17:54,11:33,Feedback,N,Yes,25,0:03:15,1.7539994111822446
Call_3980,Agent_3,2023-12-23 09:14:23,2:04,Sales Inquiry,Y,No,52,0:04:44,4.219867335526741
Call_3981,Agent_4,2023-01-03 06:49:19,7:30,Billing,N,Yes,102,0:09:50,4.869312445413879
Call_3982,Agent_2,2023-05-12 20:44:35,4:45,Sales Inquiry,Y,Yes,44,0:06:56,2.07439573165839
Call_3983,Agent_5,2023-04-17 08:50:13,15:16,Technical Support,N,Yes,86,0:09:46,2.9793038064021853
Call_3984,Agent_1,2023-03-09 13:22:35,17:00,Billing,N,Yes,13,0:05:35,1.3444644420254952
Call_3985,Agent_2,2023-10-27 06:18:49,1:31,Feedback,N,Yes,45,0:09:05,3.2365466258518736
Call_3986,Agent_1,2023-03-19 06:23:29,10:59,Technical Support,Y,No,27,0:07:17,3.0111337673867222
Call_3987,Agent_3,2023-01-10 11:23:24,3:49,Sales Inquiry,Y,No,15,0:03:29,1.5777459366203104
Call_3988,Agent_4,2023-01-28 16:36:38,5:47,Sales Inquiry,Y,No,43,0:06:23,2.7682648524723
Call_3989,Agent_4,2023-09-18 02:03:32,0:12,Feedback,N,Yes,39,0:08:18,2.336418608346253
Call_3990,Agent_4,2023-12-22 22:15:40,13:31,Billing,N,Yes,68,0:03:50,3.0873235012207574
Call_3991,Agent_3,2023-01-15 12:49:00,9:55,General Inquiry,Y,Yes,98,0:07:12,3.3426173417151968
Call_3992,Agent_4,2023-01-14 09:57:41,9:01,Feedback,Y,No,68,0:03:14,1.033982314428838
Call_3993,Agent_5,2023-04-09 14:44:09,10:10,Feedback,Y,No,13,0:05:44,4.044023931798222
Call_3994,Agent_2,2023-09-24 21:35:49,15:09,Technical Support,Y,Yes,97,0:05:56,3.8520571674469632
Call_3995,Agent_5,2023-11-13 11:13:45,22:12,Technical Support,Y,Yes,61,0:06:49,2.465145544826089
Call_3996,Agent_4,2023-04-11 23:32:05,6:42,Technical Support,Y,No,91,0:05:48,1.211743742275273
Call_3997,Agent_2,2023-12-27 11:42:19,4:32,General Inquiry,Y,Yes,67,0:08:04,4.0197301591402015
Call_3998,Agent_3,2023-10-16 23:15:45,7:50,Feedback,N,No,112,0:01:43,4.82070064191253
Call_3999,Agent_1,2023-07-21 18:52:36,8:28,Sales Inquiry,N,Yes,84,0:04:03,1.9606063840880568
Call_4000,Agent_2,2023-09-27 11:25:56,14:36,General Inquiry,N,Yes,77,0:05:17,2.2940984549481516
Call_4001,Agent_1,2023-06-01 15:42:42,14:00,Sales Inquiry,Y,No,83,0:08:30,1.7352515579272598
Call_4002,Agent_4,2023-05-28 04:59:59,17:25,Sales Inquiry,N,Yes,79,0:04:29,3.3077444933793587
Call_4003,Agent_4,2023-05-26 10:16:52,22:09,Sales Inquiry,Y,Yes,66,0:04:52,1.6193655785898198
Call_4004,Agent_5,2023-02-22 19:25:14,6:01,Feedback,Y,Yes,58,0:05:47,2.424775773845518
Call_4005,Agent_4,2023-09-11 11:11:46,16:59,Technical Support,N,No,59,0:03:21,3.788052055737052
Call_4006,Agent_3,2023-08-23 09:59:24,21:38,Sales Inquiry,Y,No,33,0:01:21,3.2404639320373936
Call_4007,Agent_4,2023-01-20 07:17:46,12:00,Sales Inquiry,Y,No,111,0:08:24,2.545850257311741
Call_4008,Agent_2,2023-12-28 11:53:42,12:06,General Inquiry,N,No,51,0:03:14,2.6809984072301676
Call_4009,Agent_5,2023-04-11 23:28:27,7:26,Technical Support,Y,Yes,8,0:03:05,3.248443530492918
Call_4010,Agent_3,2023-08-21 23:55:26,9:02,Technical Support,N,Yes,20,0:03:48,1.0234589115486452
Call_4011,Agent_5,2023-04-01 22:56:46,11:07,Billing,Y,Yes,90,0:09:14,1.3140394738144394
Call_4012,Agent_4,2023-01-05 23:49:57,8:35,Billing,Y,No,94,0:05:13,4.525032271052046
Call_4013,Agent_1,2023-11-24 05:47:00,16:09,Technical Support,Y,Yes,109,0:01:59,1.311515956365163
Call_4014,Agent_5,2023-06-07 11:09:04,13:29,Sales Inquiry,Y,Yes,33,0:07:31,3.8272143848420206
Call_4015,Agent_3,2023-02-09 04:57:25,14:29,General Inquiry,Y,Yes,67,0:03:47,4.68015265643621
Call_4016,Agent_2,2023-01-21 23:06:08,6:31,Feedback,N,No,55,0:04:52,2.0827344172069244
Call_4017,Agent_2,2023-12-20 00:18:48,19:10,Billing,N,No,11,0:02:52,2.481965748238057
Call_4018,Agent_5,2023-02-26 16:31:03,17:25,Technical Support,N,Yes,116,0:04:33,3.275685623378865
Call_4019,Agent_1,2023-11-17 01:59:54,20:22,Technical Support,Y,No,51,0:01:01,4.526835878554339
Call_4020,Agent_4,2023-02-12 10:17:28,5:46,General Inquiry,Y,Yes,87,0:05:51,4.76762234904168
Call_4021,Agent_1,2023-09-30 09:22:49,0:04,General Inquiry,N,No,34,0:05:19,3.9582529924450722
Call_4022,Agent_2,2023-07-17 15:49:46,5:31,Technical Support,Y,Yes,17,0:08:25,1.3464790434187761
Call_4023,Agent_1,2023-09-13 09:49:34,23:31,General Inquiry,Y,No,10,0:07:52,3.676616622139403
Call_4024,Agent_4,2023-10-21 06:45:36,15:35,General Inquiry,Y,No,62,0:03:13,2.6412148874906483
Call_4025,Agent_4,2023-06-28 19:45:52,17:03,Sales Inquiry,N,Yes,46,0:07:14,2.8828039979642464
Call_4026,Agent_5,2023-07-29 13:28:48,18:54,Feedback,Y,Yes,119,0:06:31,1.1965935613807082
Call_4027,Agent_1,2023-01-07 07:59:29,15:44,Billing,Y,No,71,0:06:28,1.7642485573854327
Call_4028,Agent_4,2023-04-11 11:59:58,13:19,Technical Support,N,Yes,69,0:09:25,4.1620544301345905
Call_4029,Agent_5,2023-06-12 07:09:38,1:31,Feedback,N,No,120,0:09:35,2.815835332191439
Call_4030,Agent_2,2023-08-24 15:43:22,15:32,Technical Support,N,No,39,0:02:11,2.2066489665245954
Call_4031,Agent_4,2023-04-05 09:47:38,7:42,Billing,Y,Yes,80,0:08:30,2.5360762958598326
Call_4032,Agent_2,2023-08-08 01:10:20,0:53,General Inquiry,N,Yes,9,0:08:57,4.41759805330272
Call_4033,Agent_2,2023-06-16 11:54:56,16:20,Billing,Y,Yes,86,0:09:19,3.9959960696198276
Call_4034,Agent_3,2023-02-03 18:09:11,13:29,Feedback,Y,No,11,0:07:33,2.089261588724331
Call_4035,Agent_1,2023-11-21 15:02:37,16:42,Sales Inquiry,Y,No,11,0:02:32,1.4700073608494932
Call_4036,Agent_2,2023-08-11 23:27:43,0:11,Feedback,N,Yes,109,0:08:46,2.007992886576287
Call_4037,Agent_5,2023-03-02 22:36:45,20:53,Technical Support,N,Yes,17,0:03:17,4.683025804218935
Call_4038,Agent_5,2023-10-12 14:06:50,18:48,Sales Inquiry,N,No,76,0:03:56,3.3263553513990214
Call_4039,Agent_5,2023-07-06 01:10:01,19:32,Sales Inquiry,N,No,61,0:09:06,3.1339208349791314
Call_4040,Agent_1,2023-10-30 14:43:00,21:21,General Inquiry,N,No,110,0:05:18,3.385574398769846
Call_4041,Agent_5,2023-06-08 09:08:40,17:28,Technical Support,N,No,72,0:01:59,2.464113062986061
Call_4042,Agent_3,2023-05-08 19:55:10,6:19,Feedback,N,Yes,27,0:01:19,4.228428081278051
Call_4043,Agent_4,2023-08-10 06:46:57,9:44,Feedback,N,Yes,14,0:05:13,3.0931449972009992
Call_4044,Agent_2,2023-10-27 22:35:49,7:13,Billing,N,Yes,107,0:08:17,1.4669916110751822
Call_4045,Agent_3,2023-11-06 09:20:00,23:05,Sales Inquiry,N,Yes,115,0:03:36,1.5162604993162518
Call_4046,Agent_5,2023-05-04 05:49:13,0:58,Technical Support,N,Yes,54,0:07:51,3.1474365860104734
Call_4047,Agent_3,2023-07-31 14:14:40,19:06,Sales Inquiry,N,Yes,86,0:07:14,4.746280872283357
Call_4048,Agent_2,2023-09-11 15:46:02,16:22,Technical Support,Y,No,28,0:09:50,2.233408486704795
Call_4049,Agent_5,2023-07-09 15:02:32,6:40,Billing,Y,Yes,37,0:07:43,4.478164675436873
Call_4050,Agent_5,2023-07-10 10:26:20,16:35,Sales Inquiry,N,No,89,0:08:16,4.056382346315518
Call_4051,Agent_2,2023-05-18 07:55:35,2:50,Technical Support,N,Yes,62,0:09:44,1.9912497716276274
Call_4052,Agent_4,2023-08-10 22:06:01,20:25,Billing,N,No,100,0:07:48,1.1453629932649698
Call_4053,Agent_4,2023-03-22 16:07:50,23:56,Sales Inquiry,Y,Yes,49,0:02:20,1.407389060569531
Call_4054,Agent_2,2023-02-21 19:49:55,5:22,Sales Inquiry,N,Yes,117,0:02:15,3.913975735389761
Call_4055,Agent_1,2023-10-21 20:02:21,4:18,Feedback,N,Yes,46,0:05:28,1.7986789521625868
Call_4056,Agent_3,2023-08-04 07:55:13,13:50,Billing,Y,No,106,0:02:02,2.485083682021575
Call_4057,Agent_1,2023-11-26 19:27:07,18:17,General Inquiry,Y,Yes,83,0:02:04,3.0067966640256993
Call_4058,Agent_1,2023-05-25 05:25:10,11:41,Sales Inquiry,Y,No,68,0:05:25,3.9018726738006513
Call_4059,Agent_5,2023-03-10 13:39:23,6:32,Feedback,N,No,55,0:03:30,1.4529248930365015
Call_4060,Agent_1,2023-09-10 02:15:24,20:56,Billing,Y,Yes,16,0:08:23,2.625465621109846
Call_4061,Agent_3,2023-02-05 13:42:58,14:16,General Inquiry,N,Yes,79,0:06:12,2.9402916365707816
Call_4062,Agent_5,2023-10-07 05:02:10,9:54,General Inquiry,N,No,104,0:07:29,3.1633082558861587
Call_4063,Agent_2,2023-05-18 03:35:29,10:59,Technical Support,N,No,35,0:05:49,4.273442565580867
Call_4064,Agent_2,2023-01-09 07:20:59,17:18,Sales Inquiry,N,Yes,100,0:02:14,1.6867127801728676
Call_4065,Agent_2,2023-11-02 13:56:23,13:32,Sales Inquiry,N,No,39,0:08:00,4.231325807306489
Call_4066,Agent_5,2023-09-11 15:16:52,16:42,General Inquiry,N,Yes,108,0:05:30,3.771513710786609
Call_4067,Agent_3,2023-07-06 02:17:34,7:10,General Inquiry,N,No,91,0:01:22,3.2234832567958374
Call_4068,Agent_2,2023-04-12 13:58:16,7:01,Technical Support,N,No,84,0:01:27,3.7981114816102877
Call_4069,Agent_4,2023-07-02 17:19:00,22:24,General Inquiry,Y,No,16,0:04:45,2.6480709558066255
Call_4070,Agent_3,2023-11-23 16:08:19,5:02,Billing,N,Yes,15,0:05:10,1.5535903438724983
Call_4071,Agent_4,2023-04-18 10:28:01,21:34,Feedback,Y,No,108,0:01:12,3.6630609610614693
Call_4072,Agent_5,2023-01-29 06:28:11,14:14,Feedback,N,No,19,0:03:48,3.098689226742489
Call_4073,Agent_3,2023-06-24 15:24:54,13:31,Technical Support,Y,Yes,58,0:05:48,3.557499202171102
Call_4074,Agent_5,2023-04-19 15:03:00,4:34,Sales Inquiry,Y,Yes,100,0:06:28,2.35199512411396
Call_4075,Agent_5,2023-09-24 04:25:18,14:37,Billing,Y,No,91,0:05:27,4.6274663093593436
Call_4076,Agent_2,2023-09-13 08:49:39,12:17,Billing,Y,Yes,26,0:08:03,3.3494794743023077
Call_4077,Agent_1,2023-09-08 15:34:52,12:41,Technical Support,Y,Yes,49,0:03:26,1.3416099371634953
Call_4078,Agent_2,2023-11-20 17:19:35,23:50,Sales Inquiry,Y,No,21,0:09:33,2.7992159628177147
Call_4079,Agent_5,2023-08-28 04:03:29,11:40,Feedback,Y,Yes,7,0:08:53,4.025424218974537
Call_4080,Agent_2,2023-10-05 15:03:38,19:46,Feedback,N,No,67,0:03:12,4.1765382469290895
Call_4081,Agent_1,2023-08-21 11:43:40,15:11,Technical Support,N,Yes,46,0:07:22,2.978388211055035
Call_4082,Agent_2,2023-07-11 18:28:52,3:50,Sales Inquiry,N,Yes,70,0:06:52,4.578990283325204
Call_4083,Agent_4,2023-07-26 16:05:15,7:32,Technical Support,N,No,118,0:01:16,2.0706737487771902
Call_4084,Agent_2,2023-02-22 20:20:32,0:25,Feedback,Y,No,34,0:02:44,2.6423947889530663
Call_4085,Agent_3,2023-04-15 15:58:35,20:30,Technical Support,N,No,67,0:09:19,4.59438764227588
Call_4086,Agent_3,2023-07-05 10:32:42,1:49,Feedback,N,No,76,0:06:36,4.585026865886316
Call_4087,Agent_2,2023-10-07 00:16:58,15:42,Sales Inquiry,N,No,94,0:05:05,3.7428510752987236
Call_4088,Agent_3,2023-03-04 05:59:04,17:53,Billing,Y,Yes,115,0:08:13,4.435922188488881
Call_4089,Agent_3,2023-07-27 11:35:41,5:22,General Inquiry,Y,Yes,118,0:05:54,1.3550930678249307
Call_4090,Agent_1,2023-12-19 19:43:33,20:24,Feedback,Y,Yes,97,0:06:00,4.459979904831105
Call_4091,Agent_3,2023-04-02 04:56:29,5:00,Sales Inquiry,Y,Yes,33,0:01:48,2.282479626200907
Call_4092,Agent_2,2023-10-24 23:53:32,13:10,Billing,Y,No,66,0:06:49,1.7133260497128653
Call_4093,Agent_3,2023-02-24 22:29:14,14:43,Technical Support,N,Yes,82,0:01:10,1.9574793453681854
Call_4094,Agent_1,2023-01-03 16:25:39,12:39,General Inquiry,Y,No,75,0:04:23,2.6718740320555483
Call_4095,Agent_2,2023-08-04 01:39:29,3:52,Sales Inquiry,Y,No,31,0:08:03,2.004768018417869
Call_4096,Agent_5,2023-03-16 17:13:56,6:39,Technical Support,N,No,81,0:03:27,2.282270344065996
Call_4097,Agent_4,2023-07-14 23:28:03,16:41,Sales Inquiry,Y,No,68,0:03:49,1.5399139442865684
Call_4098,Agent_5,2023-02-06 03:15:09,5:59,Sales Inquiry,N,Yes,46,0:05:37,2.184707062235994
Call_4099,Agent_5,2023-04-16 01:11:55,20:36,Sales Inquiry,Y,No,100,0:03:41,3.2891352581680047
Call_4100,Agent_4,2023-05-28 01:40:58,22:26,Technical Support,Y,Yes,29,0:01:43,2.767414832364256
Call_4101,Agent_1,2023-01-21 00:31:51,17:03,General Inquiry,Y,No,23,0:06:53,2.3868750449436447
Call_4102,Agent_1,2023-07-08 03:09:17,0:03,Technical Support,N,Yes,56,0:01:06,3.985808515428456
Call_4103,Agent_5,2023-12-05 01:27:17,17:40,Feedback,Y,Yes,21,0:03:17,4.574039885573272
Call_4104,Agent_4,2023-01-13 02:10:11,13:19,Technical Support,Y,Yes,31,0:09:25,4.027156891609588
Call_4105,Agent_2,2023-11-29 21:16:42,16:06,Technical Support,Y,No,61,0:09:46,2.3280028084707167
Call_4106,Agent_2,2023-03-29 13:42:39,11:13,Technical Support,N,Yes,55,0:03:32,3.9777686713502147
Call_4107,Agent_3,2023-07-15 02:41:53,17:37,Sales Inquiry,N,Yes,86,0:02:26,1.6079207298962048
Call_4108,Agent_1,2023-01-14 07:14:40,0:07,Sales Inquiry,Y,No,45,0:07:00,1.5212719523651637
Call_4109,Agent_1,2023-09-16 12:56:23,11:20,Sales Inquiry,Y,Yes,20,0:09:26,2.3825081481446357
Call_4110,Agent_2,2023-05-18 04:26:52,21:56,General Inquiry,N,Yes,106,0:04:06,4.230809476176228
Call_4111,Agent_5,2023-12-29 16:55:11,2:15,Technical Support,Y,No,37,0:05:02,1.9853929889692075
Call_4112,Agent_1,2023-02-25 09:07:03,11:58,General Inquiry,N,Yes,83,0:09:42,1.2530136355947183
Call_4113,Agent_1,2023-04-10 02:07:49,3:27,Technical Support,Y,No,50,0:04:26,1.5268381408254204
Call_4114,Agent_1,2023-08-09 05:13:48,18:03,Billing,N,No,30,0:04:17,4.434979874118321
Call_4115,Agent_5,2023-04-28 16:52:04,7:28,Technical Support,N,Yes,87,0:03:17,3.5351331389891505
Call_4116,Agent_2,2023-05-26 19:38:20,22:58,Billing,Y,Yes,77,0:02:01,2.0128046534799067
Call_4117,Agent_5,2023-12-17 04:58:44,15:02,Technical Support,N,Yes,35,0:08:59,3.2211833013127253
Call_4118,Agent_2,2023-11-25 05:44:59,8:40,Feedback,Y,Yes,119,0:07:08,3.1103184897014016
Call_4119,Agent_3,2023-07-17 01:17:17,9:40,Feedback,Y,No,17,0:05:08,3.621743913762645
Call_4120,Agent_1,2023-03-25 03:48:48,7:58,Feedback,N,No,98,0:03:19,1.9327502176864653
Call_4121,Agent_3,2023-12-26 09:31:11,7:39,Technical Support,N,No,22,0:03:39,4.457611948777591
Call_4122,Agent_5,2023-02-19 15:41:48,13:34,Technical Support,N,Yes,60,0:02:31,2.2374742483200514
Call_4123,Agent_2,2023-04-01 07:03:57,12:00,General Inquiry,Y,Yes,63,0:08:51,3.7765266159049475
Call_4124,Agent_5,2023-12-28 12:10:40,14:13,Technical Support,Y,No,19,0:07:07,1.0644985854888596
Call_4125,Agent_2,2023-04-22 03:15:04,3:34,Technical Support,Y,Yes,92,0:07:33,2.490628519576589
Call_4126,Agent_1,2023-07-13 15:01:55,19:25,Sales Inquiry,N,No,85,0:07:19,2.406839271835233
Call_4127,Agent_5,2023-06-21 04:44:01,5:33,General Inquiry,Y,No,99,0:06:24,3.173937714332058
Call_4128,Agent_1,2023-02-10 15:21:34,1:23,Billing,Y,No,60,0:09:39,1.290945047108786
Call_4129,Agent_2,2023-03-08 04:47:49,6:36,Sales Inquiry,Y,No,48,0:08:36,4.160525494904434
Call_4130,Agent_1,2023-03-26 05:32:09,12:54,Technical Support,N,Yes,81,0:08:17,1.8711232070702741
Call_4131,Agent_4,2023-04-29 13:28:45,18:44,Feedback,N,Yes,16,0:01:05,3.708151259528041
Call_4132,Agent_1,2023-08-16 14:52:51,2:53,Technical Support,Y,No,99,0:01:36,4.212848492976373
Call_4133,Agent_5,2023-10-22 19:28:48,18:46,General Inquiry,N,Yes,88,0:08:55,3.2475078249660525
Call_4134,Agent_2,2023-05-04 06:53:32,2:49,General Inquiry,Y,Yes,80,0:02:52,3.963532826887942
Call_4135,Agent_4,2023-12-28 09:13:08,10:25,Technical Support,Y,Yes,29,0:09:56,3.647441248860022
Call_4136,Agent_1,2023-07-10 15:52:38,6:39,General Inquiry,Y,Yes,49,0:01:46,2.4221191886080304
Call_4137,Agent_5,2023-12-12 09:55:53,3:48,Billing,N,No,50,0:01:08,4.235434156134261
Call_4138,Agent_1,2023-10-07 06:02:04,0:08,Sales Inquiry,N,Yes,26,0:05:11,2.178805479542112
Call_4139,Agent_1,2023-10-24 19:59:39,15:00,Billing,N,No,77,0:06:26,3.2848516710060687
Call_4140,Agent_2,2023-04-15 10:38:17,14:30,Technical Support,N,No,92,0:06:32,3.981590956566158
Call_4141,Agent_2,2023-10-17 02:37:39,15:14,Technical Support,Y,Yes,54,0:07:29,2.5158236392500304
Call_4142,Agent_4,2023-03-14 20:12:37,22:16,Feedback,Y,No,84,0:06:25,2.2110704304697
Call_4143,Agent_4,2023-03-06 11:44:13,5:53,Feedback,Y,Yes,101,0:01:30,2.837384040691291
Call_4144,Agent_4,2023-11-03 09:06:17,7:57,General Inquiry,N,No,92,0:05:59,4.271853977396614
Call_4145,Agent_4,2023-02-04 00:19:54,23:41,Technical Support,Y,Yes,67,0:08:09,4.719687052582659
Call_4146,Agent_2,2023-05-13 14:26:48,4:58,Sales Inquiry,Y,No,95,0:04:45,3.1803336514395606
Call_4147,Agent_3,2023-06-27 17:33:02,5:35,Sales Inquiry,N,Yes,57,0:06:29,3.6458648212946074
Call_4148,Agent_1,2023-12-14 07:29:45,20:36,Technical Support,Y,Yes,43,0:09:08,4.613094488955657
Call_4149,Agent_5,2023-01-29 04:20:49,5:09,General Inquiry,N,Yes,42,0:02:33,1.3941874056517696
Call_4150,Agent_3,2023-05-31 16:56:49,6:19,Feedback,N,No,50,0:04:36,1.9283143114646601
Call_4151,Agent_2,2023-10-21 11:56:20,18:55,Feedback,N,No,97,0:08:48,3.83560002500633
Call_4152,Agent_2,2023-05-24 21:41:02,17:50,Sales Inquiry,N,No,94,0:08:39,4.294977847649198
Call_4153,Agent_5,2023-03-08 15:32:23,17:22,Technical Support,N,Yes,25,0:08:13,4.428116113322312
Call_4154,Agent_3,2023-11-29 01:36:59,10:45,Billing,N,Yes,10,0:07:44,2.6604287074197304
Call_4155,Agent_5,2023-12-25 13:01:15,8:09,Billing,N,No,45,0:04:15,1.3573596091674673
Call_4156,Agent_3,2023-10-31 12:59:05,5:19,General Inquiry,Y,No,10,0:06:36,2.7511259091984797
Call_4157,Agent_4,2023-06-17 18:30:52,20:14,Feedback,Y,No,67,0:05:26,1.9229383608282151
Call_4158,Agent_1,2023-01-17 01:30:07,16:40,Technical Support,Y,Yes,111,0:01:47,2.1647858199864967
Call_4159,Agent_5,2023-10-11 16:55:39,19:40,Sales Inquiry,Y,Yes,108,0:04:13,4.089070227350023
Call_4160,Agent_5,2023-04-26 20:17:50,15:09,Feedback,N,No,60,0:06:00,1.3021083441035475
Call_4161,Agent_1,2023-04-01 18:03:06,3:51,Sales Inquiry,Y,Yes,77,0:03:34,4.310324869922809
Call_4162,Agent_1,2023-01-12 17:01:09,6:26,Billing,Y,Yes,111,0:05:10,2.7106763432966763
Call_4163,Agent_2,2023-11-26 07:45:44,15:23,Billing,Y,Yes,17,0:01:19,3.3842557244023803
Call_4164,Agent_3,2023-05-19 23:16:56,19:12,General Inquiry,N,Yes,34,0:02:07,1.358608924942716
Call_4165,Agent_5,2023-03-13 20:36:02,1:55,Sales Inquiry,N,Yes,95,0:04:08,2.3494363134291185
Call_4166,Agent_1,2023-01-06 15:44:35,0:17,Sales Inquiry,N,No,75,0:03:56,1.3588036760593831
Call_4167,Agent_5,2023-07-12 17:55:38,5:22,Sales Inquiry,Y,No,118,0:06:57,4.846174891524438
Call_4168,Agent_3,2023-03-08 04:38:00,3:38,Sales Inquiry,Y,Yes,53,0:01:07,4.229046597305002
Call_4169,Agent_5,2023-07-01 08:32:59,14:47,General Inquiry,Y,No,72,0:04:03,2.838531017425841
Call_4170,Agent_4,2023-04-17 00:13:34,21:45,Technical Support,N,Yes,69,0:06:41,1.8944101932946844
Call_4171,Agent_4,2023-07-27 17:16:11,6:00,Feedback,Y,Yes,10,0:09:18,4.733820420999409
Call_4172,Agent_2,2023-01-20 11:18:32,2:10,Technical Support,Y,No,32,0:04:56,2.378386382907887
Call_4173,Agent_2,2023-08-22 03:16:29,7:48,Technical Support,N,No,64,0:04:33,1.643937726749499
Call_4174,Agent_2,2023-11-18 15:28:43,3:16,Feedback,N,Yes,21,0:04:29,3.2526575538158196
Call_4175,Agent_3,2023-01-22 03:03:24,0:25,Technical Support,Y,No,9,0:08:40,4.775096481379265
Call_4176,Agent_4,2023-08-26 11:27:00,16:14,General Inquiry,Y,Yes,118,0:07:14,1.0153211620012903
Call_4177,Agent_5,2023-08-17 23:54:06,16:12,Sales Inquiry,Y,Yes,10,0:02:37,1.952499373015995
Call_4178,Agent_3,2023-02-07 19:48:58,2:03,Feedback,N,No,86,0:06:37,4.7537905616416305
Call_4179,Agent_3,2023-06-14 12:49:15,19:16,Billing,N,No,45,0:02:20,1.6843438674286482
Call_4180,Agent_1,2023-05-18 06:35:49,4:29,Sales Inquiry,N,Yes,40,0:03:54,1.4529738065592794
Call_4181,Agent_3,2023-03-09 20:01:00,5:19,Technical Support,N,Yes,8,0:01:41,3.280748863199218
Call_4182,Agent_5,2023-10-24 14:32:38,1:09,Feedback,Y,Yes,19,0:04:45,4.44737529317932
Call_4183,Agent_3,2023-05-04 04:43:45,3:43,Sales Inquiry,Y,Yes,56,0:02:11,2.9084392707757045
Call_4184,Agent_2,2023-03-06 05:34:35,10:37,General Inquiry,N,Yes,41,0:01:46,4.978257026738099
Call_4185,Agent_3,2023-10-28 13:01:40,0:43,Sales Inquiry,Y,Yes,81,0:04:19,3.7166867981519713
